,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Explanation,Reference
ABCB9,0.001440267,-1.384262002,0.017,0.022,1,,,
SLC26A2,0.001442164,-1.078875413,0.032,0.039,1,,,
PAOX,0.001444469,-0.356186439,0.025,0.02,1,,,
LRBA,0.001471191,-0.503798299,0.551,0.462,1,,,
AC011443.1,0.001480492,-1.415698708,0.014,0.019,1,,,
FBXO16,0.001490652,-1.146798931,0.02,0.025,1,,,
SNX17,0.001490879,-0.379558942,0.04,0.033,1,,,
POLG2,0.001494634,-0.651568531,0.094,0.08,1,,,
SHQ1,0.001495578,-0.652645934,0.113,0.097,1,,,
KF456478.1,0.001500171,-0.417005695,0.017,0.013,1,,,
RGS14,0.001501046,-1.646460519,0.008,0.012,1,,,
EHMT2,0.001512303,-1.021975735,0.051,0.058,1,,,
CDKAL1,0.001519269,-0.283393807,0.635,0.493,1,,,
PPP1R37,0.00152866,-0.474200719,0.021,0.016,1,,,
AC092378.1,0.001537403,-0.56302484,0.01,0.007,1,,,
RIPOR1,0.001540286,-0.872193597,0.069,0.077,1,,,
CARHSP1,0.001541497,-0.806747124,0.199,0.196,1,,,
DALRD3,0.001542475,-0.585629786,0.089,0.076,1,,,
EIF1AD,0.001564516,-0.43531166,0.022,0.017,1,,,
KCNC1,0.00157758,-0.68894858,0.073,0.061,1,,,
MOB4,0.001585021,-0.487442289,0.028,0.023,1,,,
LINC01684,0.001587808,-1.300619722,0.043,0.05,1,,,
TGIF1,0.00159175,-1.044894284,0.043,0.05,1,,,
SLC23A2,0.001594211,-0.938442158,0.18,0.177,1,,,
CDC20B,0.001595876,-0.417138016,0.015,0.011,1,,,
COX6A1,0.001597539,-1.076324354,0.021,0.027,1,,,
DCP1B,0.001600621,-0.642291804,0.167,0.142,1,,,
HDGF,0.001608769,-0.932402559,0.064,0.071,1,,,
SLC44A3,0.001614906,-1.081863018,0.027,0.033,1,,,
BAALC,0.00164845,-1.568225549,0.023,0.028,1,,,
H1FX,0.001650317,-0.964249667,0.049,0.057,1,,,
BAD,0.001650833,-0.472303252,0.037,0.03,1,,,
PHF1,0.001661287,-0.664214219,0.073,0.062,1,,,
AP5S1,0.001666325,-0.412976581,0.014,0.01,1,,,
AC009716.1,0.001675581,-1.144340314,0.021,0.026,1,,,
KRBA1,0.001676615,-1.382389337,0.008,0.012,1,,,
ILK,0.001685351,-0.658887105,0.194,0.165,1,,,
CMTM2,0.001689036,-1.380466233,0.006,0.01,1,,,
QSOX2,0.001707389,-1.242730188,0.018,0.023,1,,,
WASL,0.001710002,-0.599747305,0.235,0.198,1,,,
ECM1,0.001712892,-1.109198548,0.023,0.028,1,,,
PAPOLA,0.001727393,-0.721187448,0.305,0.28,1,,,
CEP19,0.001729247,-1.441969938,0.01,0.014,1,,,
CTC1,0.001729954,-0.623442355,0.049,0.041,1,,,
KIAA1524,0.001729957,-1.106104226,0.021,0.027,1,,,
WTAP,0.001747243,-0.60590104,0.251,0.21,1,,,
MCM5,0.001747801,-1.110736933,0.012,0.017,1,,,
SLC35E1,0.001751061,-0.658879598,0.038,0.031,1,,,
PLXND1,0.001763498,-1.209650374,0.119,0.122,1,,,
AC091078.1,0.001770354,-1.765683711,0.007,0.01,1,,,
KIF9,0.001770821,-0.681046717,0.039,0.032,1,,,
CLUAP1,0.00178769,-0.608687676,0.073,0.063,1,,,
G2E3,0.001790848,-0.920731453,0.126,0.13,1,,,
PRC1-AS1,0.001806429,-0.352674773,0.014,0.01,1,,,
NR1H2,0.001811761,-0.504494781,0.042,0.034,1,,,
RAF1,0.001814815,-0.569502106,0.299,0.247,1,,,
BTG3-AS1,0.001819153,-0.116839612,0.01,0.007,1,,,
MEN1,0.001822984,-0.473650993,0.019,0.014,1,,,
GRHPR,0.001823374,-0.659392043,0.08,0.068,1,,,
PDZD11,0.001823793,-0.201750054,0.019,0.014,1,,,
KLHL9,0.001833653,-1.13816131,0.037,0.043,1,,,
ZNF710-AS1,0.001834103,-1.388307517,0.012,0.017,1,,,
TAF5,0.001856617,-0.519094665,0.025,0.019,1,,,
RPGRIP1L,0.001858878,-0.890782563,0.062,0.07,1,,,
AL078612.1,0.001862451,-0.335037386,0.014,0.01,1,,,
SFI1,0.001872088,-1.15750639,0.071,0.078,1,,,
TNC,0.001889228,-2.331940489,0.007,0.011,1,,,
SULT1A2,0.001890448,-0.435790891,0.025,0.02,1,,,
RHOA,0.001892795,-0.850930422,0.231,0.219,1,,,
RAP2C-AS1,0.001911522,-0.694733484,0.207,0.175,1,,,
SERPINE3,0.00191314,-0.534398172,0.04,0.033,1,,,
AL353693.1,0.001913838,-1.429969118,0.01,0.014,1,,,
AC011471.2,0.001930172,-0.541533333,0.015,0.011,1,,,
NUP50,0.001938605,-0.723666448,0.064,0.054,1,,,
GLTP,0.001939861,-1.268982577,0.022,0.028,1,,,
SMIM10,0.00194167,-0.376211763,0.011,0.008,1,,,
OAS2,0.00195126,-0.395074483,0.019,0.015,1,,,
PYCR2,0.001952909,-0.6072383,0.026,0.021,1,,,
AC008105.2,0.001960724,-0.353290548,0.012,0.008,1,,,
MBNL1-AS1,0.001965451,-0.67335301,0.013,0.009,1,,,
MMP25,0.001968927,-0.777185413,0.017,0.013,1,,,
CXorf38,0.001972279,-0.560795094,0.056,0.048,1,,,
ZBTB6,0.001973248,-0.501788668,0.029,0.023,1,,,
CTNS,0.001997748,-0.618972656,0.07,0.06,1,,,
CDC42SE2,0.002002794,-1.035284891,0.236,0.223,1,,,
MRM3,0.00201045,-0.489763522,0.018,0.014,1,,,
HPR,0.002011824,-1.530964685,0.008,0.012,1,,,
ITPRIPL2,0.002021227,-0.588218066,0.111,0.095,1,,,
CEP112,0.002037262,-0.60049198,0.495,0.413,1,,,
RNF34,0.002041407,-0.666131326,0.151,0.129,1,,,
TP53,0.002051534,-1.028985683,0.045,0.052,1,,,
XAB2,0.002065757,-0.424509883,0.021,0.016,1,,,
LYAR,0.002070326,-0.572940568,0.036,0.03,1,,,
AC025576.2,0.002079881,-0.550265762,0.032,0.026,1,,,
ARL2BP,0.002083164,-0.984498993,0.061,0.069,1,,,
MEIOB,0.002091606,-1.388483794,0.013,0.018,1,,,
NGRN,0.002094758,-0.645877218,0.013,0.01,1,,,
MRPS18C,0.002096615,-0.649903206,0.089,0.076,1,,,
RAB5C,0.002114599,-1.092403609,0.026,0.032,1,,,
MOSPD1,0.002124724,-0.619332637,0.031,0.025,1,,,
ZZZ3,0.0021248,-0.510581536,0.398,0.319,1,,,
FEM1B,0.002129128,-1.105737793,0.05,0.056,1,,,
AC008945.2,0.002141799,-0.628666309,0.017,0.013,1,,,
ANKRD23,0.002144742,-0.712546245,0.145,0.123,1,,,
AC093801.1,0.002168972,-1.033246841,0.054,0.045,1,,,
AC131956.2,0.002174518,-1.054831302,0.012,0.016,1,,,
AC012651.1,0.002190906,-0.448127614,0.011,0.008,1,,,
SYTL4,0.002198522,-0.717146265,0.102,0.087,1,,,
SERTAD4,0.002209623,-0.354766404,0.022,0.017,1,,,
AL021328.1,0.002214983,-0.479026891,0.016,0.012,1,,,
TOGARAM1,0.002215375,-0.794460897,0.23,0.22,1,,,
EXOC3,0.002217612,-0.592521042,0.098,0.084,1,,,
IFIT1,0.002226706,-1.047407545,0.047,0.054,1,,,
GRIN2D,0.002227374,-1.394406551,0.007,0.011,1,,,
MAP3K11,0.00224005,-1.112650482,0.038,0.045,1,,,
AC008764.8,0.002248509,-0.533993882,0.031,0.025,1,,,
LRMDA,0.002263424,-0.326146667,0.871,0.715,1,,,
MTDH,0.00226508,-0.629465124,0.403,0.353,1,,,
DNAJC5,0.002266253,-0.773229876,0.121,0.104,1,,,
AC018946.1,0.002269088,-1.382109261,0.02,0.025,1,,,
AIPL1,0.002270259,-0.374280315,0.011,0.008,1,,,
ZNF256,0.002277832,-0.400823044,0.011,0.007,1,,,
MTBP,0.002278295,-0.724085924,0.06,0.05,1,,,
PPM1G,0.002289276,-0.679261497,0.093,0.08,1,,,
IP6K1,0.002309902,-0.660802719,0.196,0.167,1,,,
AC087239.1,0.002319715,-0.453600924,0.025,0.02,1,,,
SLC43A1,0.002320908,-0.494090817,0.031,0.025,1,,,
AGO1,0.002323298,-1.013922188,0.069,0.076,1,,,
LCOR,0.002325944,-0.728228137,0.321,0.29,1,,,
AC116424.1,0.002343902,-0.418669105,0.011,0.008,1,,,
RBAK,0.002346888,-0.478778493,0.026,0.021,1,,,
RAB11A,0.002364868,-0.612080654,0.496,0.425,1,,,
ZNF33A,0.002370104,-0.744779752,0.266,0.249,1,,,
VPS33B,0.002376898,-0.60559892,0.038,0.032,1,,,
AC027698.1,0.002386882,-1.116709968,0.048,0.054,1,,,
MYCBP,0.00238808,-0.241967042,0.01,0.007,1,,,
AEN,0.002399418,-0.480450503,0.01,0.007,1,,,
TXNL4B,0.002410324,-0.973675042,0.086,0.092,1,,,
ZNF615,0.002413777,-0.589987348,0.039,0.032,1,,,
PSMB1,0.002437376,-0.673784089,0.118,0.102,1,,,
CBX4,0.002439056,-0.619285792,0.022,0.017,1,,,
RNASE6,0.002447909,-1.247320206,0.01,0.014,1,,,
ZMAT2,0.002461494,-0.553731793,0.04,0.033,1,,,
SAYSD1,0.002463617,-1.047253065,0.016,0.021,1,,,
DENND5A,0.002489165,-0.63930681,0.205,0.174,1,,,
AC105345.1,0.002492698,-0.35633276,0.015,0.011,1,,,
IFT122,0.002504175,-0.671618404,0.157,0.134,1,,,
CCDC15,0.002508365,-0.424115996,0.031,0.025,1,,,
IMPA1,0.002512214,-0.966047645,0.075,0.082,1,,,
FOSL2,0.002515456,-1.015151524,0.083,0.089,1,,,
FOXP1-IT1,0.002516774,-1.163039403,0.019,0.024,1,,,
KNOP1,0.002522384,-0.669529102,0.1,0.086,1,,,
TSSC4,0.002524669,-0.335976441,0.02,0.015,1,,,
HES4,0.002536242,-1.064083371,0.036,0.03,1,,,
SPON2,0.00254615,-1.036688641,0.087,0.073,1,,,
C3orf58,0.002557652,-0.993270555,0.072,0.079,1,,,
TBC1D10B,0.002566031,-0.483708556,0.029,0.024,1,,,
SRP72,0.002582199,-0.643528934,0.128,0.11,1,,,
SLC9A3-AS1,0.002609597,-1.038365996,0.028,0.034,1,,,
PELI3,0.002617317,-0.445004647,0.012,0.009,1,,,
ATG3,0.002622137,-0.614390723,0.075,0.064,1,,,
TSPOAP1-AS1,0.002628476,-0.768155427,0.071,0.06,1,,,
S100A9,0.00262939,-1.129585935,0.064,0.071,1,,,
AC005258.1,0.002649244,-0.638278134,0.019,0.015,1,,,
SGSM3,0.002666185,-0.721310699,0.01,0.007,1,,,
MTCH1,0.002689462,-0.933332937,0.107,0.112,1,,,
MINPP1,0.002703672,-0.621124548,0.08,0.068,1,,,
SMG9,0.002724657,-1.06884736,0.032,0.038,1,,,
ST6GALNAC4,0.002729192,-1.205875033,0.007,0.01,1,,,
KCNH3,0.002741985,-1.221078239,0.007,0.011,1,,,
SPG21,0.00277123,-0.618756623,0.104,0.09,1,,,
PFDN6,0.002774383,-0.504879695,0.034,0.027,1,,,
ZNF180,0.002774824,-0.607661977,0.037,0.031,1,,,
TMEM57,0.002785694,-0.698112451,0.16,0.137,1,,,
PTCD1,0.002790927,-0.560758109,0.016,0.012,1,,,
AC104134.1,0.002792901,-0.506498992,0.017,0.013,1,,,
ALG10B,0.002793952,-0.364994737,0.027,0.022,1,,,
TOP1MT,0.002797847,-0.314998412,0.027,0.022,1,,,
RPS4Y1,0.002812607,-0.697030719,0.104,0.089,1,,,
DVL1,0.002821434,-1.129899937,0.025,0.03,1,,,
UBE3C,0.00282175,-0.52951017,0.353,0.288,1,,,
ZSCAN16,0.002847334,-0.533410678,0.012,0.008,1,,,
AC093249.2,0.002850234,-0.48230205,0.017,0.013,1,,,
C19orf24,0.002860923,-1.108094922,0.015,0.019,1,,,
XBP1,0.002861518,-0.653698241,0.107,0.092,1,,,
FYTTD1,0.002864033,-0.645749152,0.075,0.064,1,,,
NEXN,0.002870608,-0.717596635,0.245,0.205,1,,,
PSMC4,0.002894325,-0.63173398,0.057,0.048,1,,,
TTLL1,0.002903267,-0.646367438,0.032,0.026,1,,,
GTF2E1,0.002909962,-0.591778874,0.026,0.02,1,,,
ROMO1,0.002934948,-0.468444427,0.033,0.027,1,,,
EIF3G,0.002939936,-1.137979188,0.046,0.053,1,,,
AC016493.1,0.00294587,-0.699682422,0.096,0.082,1,,,
PLAC8,0.002949982,-1.881826158,0.008,0.012,1,,,
MAGEH1,0.002966304,-1.035417648,0.015,0.019,1,,,
WDR24,0.002984336,-0.336269846,0.013,0.009,1,,,
BANF1,0.002994791,-0.823499803,0.009,0.013,1,,,
EIF2AK4,0.003005286,-0.603041307,0.195,0.167,1,,,
SMDT1,0.003008526,-0.554071878,0.051,0.043,1,,,
LRP2BP,0.003014309,-0.758129187,0.106,0.091,1,,,
PRDM4,0.003015561,-0.592901127,0.078,0.067,1,,,
AL121989.1,0.003020443,-1.236348339,0.016,0.021,1,,,
SLC38A9,0.003050705,-0.624538709,0.216,0.184,1,,,
TMEM243,0.003051733,-0.683351506,0.147,0.127,1,,,
MDGA2,0.003052719,-0.90046816,0.015,0.011,1,,,
STARD4,0.003068349,-1.014517634,0.015,0.019,1,,,
KLF3,0.003087084,-0.724126539,0.244,0.233,1,,,
PRKAA2,0.003089305,-1.050731284,0.045,0.051,1,,,
SLC25A40,0.003092679,-0.614470545,0.089,0.076,1,,,
KBTBD6,0.003094874,-1.180541637,0.007,0.01,1,,,
INPP4A,0.003098885,-1.079642241,0.189,0.182,1,,,
ZNF570,0.003117511,-0.493596698,0.025,0.02,1,,,
HSD17B8,0.003133075,-0.264985706,0.012,0.009,1,,,
TMTC3,0.003137903,-0.978814363,0.081,0.088,1,,,
AC008105.3,0.003151441,-0.759755387,0.047,0.04,1,,,
WDFY2,0.00315478,-0.558633488,0.275,0.23,1,,,
SLC20A1,0.00315897,-1.20827577,0.051,0.057,1,,,
SLC2A10,0.003165406,-1.045448576,0.046,0.052,1,,,
HSF2BP,0.003183854,-0.228809769,0.012,0.009,1,,,
DCAF11,0.003188892,-0.483527124,0.033,0.027,1,,,
BCL2L12,0.003197117,-0.337056722,0.012,0.009,1,,,
MAPKBP1,0.003198331,-1.015190326,0.088,0.094,1,,,
TRIR,0.003214129,-0.660036259,0.1,0.086,1,,,
G3BP2,0.003253517,-0.885834875,0.095,0.101,1,,,
AC068631.1,0.003264976,-0.58724729,0.023,0.018,1,,,
DNAJB6,0.003265678,-0.61872037,0.215,0.183,1,,,
FANCA,0.003272076,-0.539303087,0.025,0.02,1,,,
TRAPPC2,0.003278712,-0.98145831,0.069,0.075,1,,,
WAS,0.003286232,-1.263248108,0.013,0.017,1,,,
BIVM,0.003288207,-1.110353382,0.042,0.049,1,,,
C14orf178,0.003290704,-0.38049551,0.01,0.007,1,,,
LSM4,0.003299283,-1.063906445,0.034,0.04,1,,,
PRKCE,0.003307098,-0.775372272,0.313,0.285,1,,,
LRRCC1,0.003321084,-1.145995135,0.029,0.034,1,,,
AL357079.1,0.003371483,-0.520255246,0.012,0.009,1,,,
PPAN,0.003377093,-0.352341163,0.013,0.01,1,,,
KDM1A,0.003378841,-0.662880098,0.171,0.147,1,,,
TBKBP1,0.003381195,-0.518155593,0.016,0.012,1,,,
RPL22L1,0.003381818,-1.071414842,0.03,0.036,1,,,
ATP2A3,0.003384003,-1.295755002,0.022,0.017,1,,,
NFKB1,0.003406043,-0.853452621,0.219,0.21,1,,,
LEMD2,0.003449427,-0.638878189,0.067,0.057,1,,,
MSRB1,0.003463729,-0.189353781,0.01,0.007,1,,,
COX4I1,0.003466402,-0.784303445,0.17,0.145,1,,,
NCAPG,0.003469258,-0.325954612,0.01,0.007,1,,,
ATF6,0.003482264,-0.599040615,0.308,0.254,1,,,
IQCC,0.00349725,-0.273713092,0.011,0.008,1,,,
CUL3,0.003511268,-0.492185614,0.362,0.296,1,,,
EPN1,0.003515756,-0.588349993,0.059,0.05,1,,,
NUDT14,0.003521868,-1.208154701,0.008,0.012,1,,,
ZBTB3,0.003536345,-0.36362487,0.014,0.01,1,,,
HBG2,0.003562598,-0.991605742,0.081,0.088,1,,,
TNFRSF11B,0.003563749,-1.408341733,0.017,0.022,1,,,
NEU1,0.003568505,-1.007655242,0.026,0.032,1,,,
KHK,0.003568703,-0.214243604,0.011,0.008,1,,,
B4GALT1,0.003586968,-0.437780223,0.215,0.187,1,,,
TOP1,0.003589877,-0.51298727,0.352,0.291,1,,,
TNKS,0.003623759,-0.468756888,0.448,0.355,1,,,
AC002310.2,0.003636277,-0.661315911,0.026,0.02,1,,,
TSPAN32,0.003636278,-1.289736468,0.016,0.02,1,,,
TBC1D8B,0.003639715,-1.130301228,0.053,0.06,1,,,
CCDC61,0.00364197,-0.570857492,0.029,0.023,1,,,
AC104365.1,0.003649375,-0.981909743,0.133,0.135,1,,,
NACA,0.003650723,-0.948455809,0.2,0.194,1,,,
XPNPEP1,0.003651701,-0.717785098,0.104,0.09,1,,,
KANSL1-AS1,0.00365665,-0.541719481,0.015,0.011,1,,,
HYAL1,0.003660423,-0.46850033,0.019,0.015,1,,,
SLC2A14,0.003669953,-0.566857943,0.01,0.007,1,,,
FAM124A,0.003679187,-1.301957039,0.016,0.02,1,,,
VTA1,0.003713957,-0.618146347,0.15,0.13,1,,,
ADAR,0.003715468,-0.889471651,0.15,0.152,1,,,
SMC6,0.003721589,-0.611562371,0.179,0.154,1,,,
MVB12B,0.003728448,-1.104460239,0.137,0.138,1,,,
CFAP53,0.003734583,-1.288028379,0.009,0.012,1,,,
FYCO1,0.003768339,-0.67461103,0.106,0.092,1,,,
NOL7,0.003777034,-0.630769418,0.154,0.133,1,,,
FAM174B,0.00378181,-0.972394385,0.11,0.115,1,,,
CHN1,0.003791374,-1.071391992,0.084,0.09,1,,,
COMMD8,0.003791563,-0.887842922,0.013,0.017,1,,,
TBCD,0.003791576,-1.055169235,0.141,0.142,1,,,
TEX10,0.003797093,-0.63721281,0.139,0.12,1,,,
TCF7L1,0.003805509,-0.912267604,0.25,0.233,1,,,
TMEM170A,0.00381586,-1.004402598,0.028,0.034,1,,,
CASP3,0.003838175,-0.668525521,0.054,0.046,1,,,
IQCD,0.003870691,-1.393170212,0.008,0.012,1,,,
PIH1D2,0.003880993,-1.065287247,0.011,0.015,1,,,
ACD,0.003887565,-1.606354003,0.007,0.01,1,,,
ZNF638,0.003891147,-0.308956592,0.711,0.579,1,,,
AC239868.4,0.003893802,-0.458545687,0.01,0.007,1,,,
MRPL40,0.003942949,-0.46700024,0.032,0.026,1,,,
MRGBP,0.00394714,-0.671849591,0.02,0.016,1,,,
PSMG4,0.003992727,-0.628460842,0.138,0.119,1,,,
ZNF879,0.003998811,-0.416924412,0.013,0.01,1,,,
NUMB,0.004006567,-0.37753071,0.567,0.441,1,,,
CFAP161,0.004023089,-0.570904364,0.042,0.035,1,,,
THOC6,0.004051451,-1.11973775,0.011,0.015,1,,,
MORF4L2-AS1,0.00411173,-0.566012552,0.018,0.014,1,,,
AC008969.1,0.004122562,-0.788552452,0.084,0.072,1,,,
SPTBN2,0.004132667,-1.227580696,0.012,0.016,1,,,
DMAP1,0.004133837,-0.628759949,0.036,0.03,1,,,
AC103703.1,0.004140709,-0.30316626,0.01,0.007,1,,,
ANKRD49,0.004147285,-0.641876,0.069,0.059,1,,,
LRRC8D,0.004175137,-0.368553729,0.015,0.011,1,,,
INPP5E,0.004182469,-0.736897604,0.028,0.023,1,,,
PM20D2,0.004195717,-0.589578611,0.076,0.066,1,,,
RBX1,0.004211777,-0.706817994,0.127,0.111,1,,,
ATP6V0D1,0.004217627,-0.540556064,0.06,0.052,1,,,
EXOSC2,0.004223201,-0.575757521,0.034,0.028,1,,,
AC005523.2,0.004226177,-0.472458142,0.02,0.016,1,,,
CTCF,0.004234565,-0.613046627,0.153,0.133,1,,,
YLPM1,0.004242298,-0.58293631,0.269,0.225,1,,,
NPRL2,0.004276526,-0.710581409,0.035,0.029,1,,,
TNFRSF10B,0.004287476,-0.989716305,0.076,0.082,1,,,
CHMP2B,0.004324818,-0.599028534,0.069,0.059,1,,,
PPP1CC,0.00434046,-0.695776169,0.111,0.096,1,,,
ZNF646,0.004352738,-0.531633589,0.02,0.015,1,,,
CNTD1,0.004400807,-0.594066674,0.015,0.011,1,,,
UBE2QL1,0.004406816,-0.551604335,0.01,0.007,1,,,
EFEMP2,0.004415319,-0.743281971,0.06,0.051,1,,,
AKIP1,0.004418802,-1.119011204,0.045,0.051,1,,,
ZNF32,0.00443903,-0.705932153,0.048,0.04,1,,,
FUBP1,0.004471229,-0.542712971,0.322,0.266,1,,,
AL357055.3,0.004505611,-0.642541516,0.272,0.226,1,,,
CHRM3,0.004508197,-1.853014561,0.012,0.015,1,,,
AP000547.3,0.004535231,-0.291160064,0.01,0.007,1,,,
SSH3,0.004536525,-1.076095902,0.03,0.035,1,,,
KRTCAP2,0.004545599,-0.448245124,0.013,0.01,1,,,
AC006449.3,0.004555489,-1.457244691,0.012,0.016,1,,,
SRPRB,0.004559437,-0.517880754,0.043,0.036,1,,,
MRPL17,0.00456464,-1.00943433,0.014,0.018,1,,,
CPA3,0.00456599,-2.289758212,0.009,0.012,1,,,
SORCS1,0.004567204,-0.911731542,0.02,0.016,1,,,
LSM11,0.004571278,-1.394707327,0.007,0.01,1,,,
RDH14,0.004591709,-0.965007599,0.049,0.056,1,,,
SMIM13,0.004612492,-1.023380272,0.039,0.045,1,,,
AL133297.2,0.004631997,-0.610925487,0.038,0.032,1,,,
JAZF1-AS1,0.004632452,-1.576289047,0.007,0.01,1,,,
S100A11,0.004637303,-1.005034118,0.12,0.124,1,,,
POMK,0.004638189,-0.597242451,0.034,0.028,1,,,
PRDX4,0.004649528,-0.712487492,0.092,0.079,1,,,
TYMP,0.004656497,-0.650514352,0.111,0.096,1,,,
TRIM37,0.004743116,-0.745868222,0.124,0.107,1,,,
RTFDC1,0.004798347,-0.671785997,0.117,0.101,1,,,
C14orf166,0.004805344,-0.723930473,0.095,0.082,1,,,
RPS7,0.004831414,-0.941779813,0.156,0.156,1,,,
TXNRD1,0.004866763,-0.586235131,0.289,0.242,1,,,
SERPIND1,0.004883154,-0.611145333,0.026,0.021,1,,,
RAB40B,0.004885828,-0.798676665,0.036,0.03,1,,,
NIP7,0.004917653,-0.517125692,0.019,0.015,1,,,
SCRG1,0.004929743,-0.682605898,0.055,0.046,1,,,
LRSAM1,0.004936186,-0.950853784,0.102,0.107,1,,,
SCNN1B,0.004937143,-1.770638546,0.011,0.014,1,,,
GMNN,0.004960664,-0.579519458,0.037,0.031,1,,,
NFATC2IP,0.004963432,-0.609130617,0.215,0.183,1,,,
AGER,0.004982262,-1.227926501,0.009,0.012,1,,,
WASF2,0.004988345,-0.560159722,0.373,0.302,1,,,
CCDC167,0.004989863,-1.191666952,0.008,0.012,1,,,
DCAF12,0.004993134,-0.659630672,0.078,0.068,1,,,
PSMA4,0.005030013,-0.647621673,0.078,0.067,1,,,
AKR7A2,0.005042025,-0.592063295,0.042,0.035,1,,,
ZSCAN12,0.005070095,-0.495599558,0.033,0.027,1,,,
PIH1D1,0.005106475,-0.74659076,0.074,0.063,1,,,
LINC01572,0.005115999,-0.627959253,0.069,0.059,1,,,
OSER1,0.005180253,-0.556821754,0.058,0.05,1,,,
AC091045.1,0.005190469,-0.631269006,0.064,0.055,1,,,
MAD2L1BP,0.005193643,-0.328683922,0.014,0.01,1,,,
PGR,0.005213074,-0.626457622,0.052,0.044,1,,,
TRIM62,0.005240337,-0.599366916,0.025,0.02,1,,,
Z82188.2,0.005272211,-0.273188504,0.01,0.007,1,,,
CREBL2,0.005297606,-0.678354467,0.115,0.1,1,,,
TMF1,0.005364273,-0.623059038,0.21,0.179,1,,,
TOR1A,0.005366443,-0.62100571,0.031,0.025,1,,,
GPR108,0.005386974,-0.929387035,0.046,0.052,1,,,
NDUFA11,0.005404111,-0.701357715,0.055,0.046,1,,,
C7orf43,0.005474285,-0.527834456,0.012,0.009,1,,,
AC016831.5,0.005512864,-0.690860447,0.061,0.053,1,,,
CHAF1B,0.005527652,-1.172019617,0.009,0.013,1,,,
IGF2BP2-AS1,0.005548901,-1.472063607,0.013,0.017,1,,,
NT5C,0.005573314,-0.641589348,0.102,0.088,1,,,
PURB,0.005591949,-0.620109483,0.068,0.058,1,,,
HIST1H4C,0.00564646,-0.96507085,0.072,0.078,1,,,
COLCA2,0.005697809,-1.089897179,0.01,0.013,1,,,
ZNF585A,0.005703548,-0.452046831,0.018,0.014,1,,,
RABIF,0.0057113,-1.17706649,0.015,0.019,1,,,
PAXX,0.005713514,-1.111467256,0.042,0.047,1,,,
TAF4,0.005716911,-0.631211409,0.07,0.061,1,,,
UBE2S,0.005722986,-1.293975293,0.01,0.013,1,,,
AC007271.1,0.005729943,-1.323187956,0.013,0.017,1,,,
ABT1,0.005748797,-0.650106548,0.021,0.017,1,,,
SF3B4,0.005754058,-0.335622642,0.027,0.022,1,,,
ZNF772,0.005759224,-0.263740559,0.01,0.007,1,,,
TMEM220-AS1,0.005836888,-0.984146672,0.089,0.094,1,,,
UQCRB,0.005837388,-0.918932098,0.086,0.092,1,,,
UNC5D,0.005837688,-0.724847738,0.01,0.007,1,,,
JPT1,0.005843022,-0.941350231,0.021,0.026,1,,,
RNF219,0.005851013,-0.682843412,0.071,0.061,1,,,
DGCR5,0.005874186,-1.166833817,0.007,0.01,1,,,
SERPINB1,0.005879814,-0.64838043,0.111,0.096,1,,,
NUP205,0.005883864,-0.950098096,0.085,0.09,1,,,
GRPEL2,0.005890046,-0.633032786,0.016,0.012,1,,,
CDK15,0.005929251,-1.531297661,0.018,0.023,1,,,
FEZ2,0.005968151,-0.578293265,0.444,0.387,1,,,
AC036214.1,0.006014859,-1.460084226,0.01,0.013,1,,,
NAXE,0.006028261,-1.264450694,0.014,0.018,1,,,
GPN1,0.00605356,-0.567306852,0.025,0.02,1,,,
DYNC2H1,0.006071339,-0.630919714,0.448,0.38,1,,,
MAFB,0.006073602,-0.704491577,0.116,0.101,1,,,
RHD,0.006097459,-0.696562392,0.066,0.057,1,,,
SLC4A2,0.006108541,-0.853120717,0.043,0.05,1,,,
SFT2D3,0.00610891,-0.455652804,0.021,0.017,1,,,
AARS2,0.006114304,-1.02365045,0.024,0.029,1,,,
SLC15A2,0.006114845,-1.209986132,0.024,0.029,1,,,
CA3,0.006133821,-0.270213395,0.068,0.06,1,,,
AC073333.1,0.006152867,-0.4413277,0.018,0.014,1,,,
AC025279.1,0.006231104,-1.181948799,0.02,0.024,1,,,
UCK1,0.006239637,-0.378201995,0.018,0.014,1,,,
C12orf76,0.006273092,-0.676658314,0.08,0.069,1,,,
ZNF528-AS1,0.00628785,-0.708749959,0.083,0.072,1,,,
CDC16,0.006289252,-0.609405431,0.24,0.203,1,,,
ZCCHC10,0.006304402,-0.657435167,0.094,0.081,1,,,
ZNF232,0.006312913,-1.211813611,0.015,0.019,1,,,
EFNA1,0.006359625,-0.961083064,0.032,0.038,1,,,
NUDT16L1,0.00638543,-0.578075489,0.022,0.018,1,,,
SNHG3,0.006395363,-0.590021987,0.07,0.061,1,,,
GSR,0.006409576,-0.607794946,0.069,0.059,1,,,
SLC35B1,0.006413177,-0.622920497,0.041,0.035,1,,,
RPS6KB2,0.006428388,-0.641526464,0.029,0.024,1,,,
AC093726.1,0.006446436,-0.391024994,0.02,0.015,1,,,
KIDINS220,0.006449488,-0.487134607,0.432,0.345,1,,,
SUPT20H,0.006472908,-0.621755589,0.205,0.176,1,,,
PRRC1,0.006482788,-0.679177425,0.087,0.076,1,,,
FAM83H,0.006520529,-1.183775347,0.01,0.013,1,,,
CCDC115,0.006548138,-1.026956518,0.015,0.019,1,,,
